NID    NIC-Addr  Node          Gemini         X  Y  Z
7961     26893   c5-2c2s3n1    c5-2c2s3g0     3  2  3 
7958     26896   c5-2c2s4n0    c5-2c2s4g0     3  2  4 
7959     26897   c5-2c2s4n1    c5-2c2s4g0     3  2  4 
7956     26900   c5-2c2s5n0    c5-2c2s5g0     3  2  5 
7957     26901   c5-2c2s5n1    c5-2c2s5g0     3  2  5 
7954     26904   c5-2c2s6n0    c5-2c2s6g0     3  2  6 
7955     26905   c5-2c2s6n1    c5-2c2s6g0     3  2  6 
7952     26908   c5-2c2s7n0    c5-2c2s7g0     3  2  7 
7953     26909   c5-2c2s7n1    c5-2c2s7g0     3  2  7 
7950     26912   c5-2c1s7n0    c5-2c1s7g0     3  2  8 
7951     26913   c5-2c1s7n1    c5-2c1s7g0     3  2  8 
7948     26916   c5-2c1s6n0    c5-2c1s6g0     3  2  9 
7949     26917   c5-2c1s6n1    c5-2c1s6g0     3  2  9 
7946     26920   c5-2c1s5n0    c5-2c1s5g0     3  2  10
7947     26921   c5-2c1s5n1    c5-2c1s5g0     3  2  10
7944     26924   c5-2c1s4n0    c5-2c1s4g0     3  2  11
7945     26925   c5-2c1s4n1    c5-2c1s4g0     3  2  11
7942     26928   c5-2c1s3n0    c5-2c1s3g0     3  2  12
7943     26929   c5-2c1s3n1    c5-2c1s3g0     3  2  12
7940     26932   c5-2c1s2n0    c5-2c1s2g0     3  2  13
7941     26933   c5-2c1s2n1    c5-2c1s2g0     3  2  13
7938     26936   c5-2c1s1n0    c5-2c1s1g0     3  2  14
7939     26937   c5-2c1s1n1    c5-2c1s1g0     3  2  14
7936     26940   c5-2c1s0n0    c5-2c1s0g0     3  2  15
7937     26941   c5-2c1s0n1    c5-2c1s0g0     3  2  15
7934     26944   c5-2c0s0n0    c5-2c0s0g0     3  2  16
7935     26945   c5-2c0s0n1    c5-2c0s0g0     3  2  16
7932     26948   c5-2c0s1n0    c5-2c0s1g0     3  2  17
7933     26949   c5-2c0s1n1    c5-2c0s1g0     3  2  17
7930     26952   c5-2c0s2n0    c5-2c0s2g0     3  2  18
7931     26953   c5-2c0s2n1    c5-2c0s2g0     3  2  18
7928     26956   c5-2c0s3n0    c5-2c0s3g0     3  2  19
7929     26957   c5-2c0s3n1    c5-2c0s3g0     3  2  19
7926     26960   c5-2c0s4n0    c5-2c0s4g0     3  2  20
7927     26961   c5-2c0s4n1    c5-2c0s4g0     3  2  20
7924     26964   c5-2c0s5n0    c5-2c0s5g0     3  2  21
7925     26965   c5-2c0s5n1    c5-2c0s5g0     3  2  21
7922     26968   c5-2c0s6n0    c5-2c0s6g0     3  2  22
7923     26969   c5-2c0s6n1    c5-2c0s6g0     3  2  22
7920     26972   c5-2c0s7n0    c5-2c0s7g0     3  2  23
7921     26973   c5-2c0s7n1    c5-2c0s7g0     3  2  23
7872     27008   c5-2c2s0n2    c5-2c2s0g1     3  3  0 
7873     27009   c5-2c2s0n3    c5-2c2s0g1     3  3  0 
7874     27012   c5-2c2s1n2    c5-2c2s1g1     3  3  1 
7875     27013   c5-2c2s1n3    c5-2c2s1g1     3  3  1 
7876     27016   c5-2c2s2n2    c5-2c2s2g1     3  3  2 
7877     27017   c5-2c2s2n3    c5-2c2s2g1     3  3  2 
7878     27020   c5-2c2s3n2    c5-2c2s3g1     3  3  3 
7879     27021   c5-2c2s3n3    c5-2c2s3g1     3  3  3 
7880     27024   c5-2c2s4n2    c5-2c2s4g1     3  3  4 
7881     27025   c5-2c2s4n3    c5-2c2s4g1     3  3  4 
7882     27028   c5-2c2s5n2    c5-2c2s5g1     3  3  5 
7883     27029   c5-2c2s5n3    c5-2c2s5g1     3  3  5 
7884     27032   c5-2c2s6n2    c5-2c2s6g1     3  3  6 
7885     27033   c5-2c2s6n3    c5-2c2s6g1     3  3  6 
7886     27036   c5-2c2s7n2    c5-2c2s7g1     3  3  7 
7887     27037   c5-2c2s7n3    c5-2c2s7g1     3  3  7 
7888     27040   c5-2c1s7n2    c5-2c1s7g1     3  3  8 
7889     27041   c5-2c1s7n3    c5-2c1s7g1     3  3  8 
7890     27044   c5-2c1s6n2    c5-2c1s6g1     3  3  9 
7891     27045   c5-2c1s6n3    c5-2c1s6g1     3  3  9 
7892     27048   c5-2c1s5n2    c5-2c1s5g1     3  3  10
7893     27049   c5-2c1s5n3    c5-2c1s5g1     3  3  10
7894     27052   c5-2c1s4n2    c5-2c1s4g1     3  3  11
7895     27053   c5-2c1s4n3    c5-2c1s4g1     3  3  11
7896     27056   c5-2c1s3n2    c5-2c1s3g1     3  3  12
7897     27057   c5-2c1s3n3    c5-2c1s3g1     3  3  12
7898     27060   c5-2c1s2n2    c5-2c1s2g1     3  3  13
7899     27061   c5-2c1s2n3    c5-2c1s2g1     3  3  13
7900     27064   c5-2c1s1n2    c5-2c1s1g1     3  3  14
7901     27065   c5-2c1s1n3    c5-2c1s1g1     3  3  14
7902     27068   c5-2c1s0n2    c5-2c1s0g1     3  3  15
7903     27069   c5-2c1s0n3    c5-2c1s0g1     3  3  15
7904     27072   c5-2c0s0n2    c5-2c0s0g1     3  3  16
7905     27073   c5-2c0s0n3    c5-2c0s0g1     3  3  16
7906     27076   c5-2c0s1n2    c5-2c0s1g1     3  3  17
7907     27077   c5-2c0s1n3    c5-2c0s1g1     3  3  17
7908     27080   c5-2c0s2n2    c5-2c0s2g1     3  3  18
7909     27081   c5-2c0s2n3    c5-2c0s2g1     3  3  18
7910     27084   c5-2c0s3n2    c5-2c0s3g1     3  3  19
7911     27085   c5-2c0s3n3    c5-2c0s3g1     3  3  19
7912     27088   c5-2c0s4n2    c5-2c0s4g1     3  3  20
7913     27089   c5-2c0s4n3    c5-2c0s4g1     3  3  20
7914     27092   c5-2c0s5n2    c5-2c0s5g1     3  3  21
7915     27093   c5-2c0s5n3    c5-2c0s5g1     3  3  21
7916     27096   c5-2c0s6n2    c5-2c0s6g1     3  3  22
7917     27097   c5-2c0s6n3    c5-2c0s6g1     3  3  22
7918     27100   c5-2c0s7n2    c5-2c0s7g1     3  3  23
7919     27101   c5-2c0s7n3    c5-2c0s7g1     3  3  23
7870     27136   c5-4c0s0n0    c5-4c0s0g0     3  4  0 
7871     27137   c5-4c0s0n1    c5-4c0s0g0     3  4  0 
7868     27140   c5-4c0s1n0    c5-4c0s1g0     3  4  1 
7869     27141   c5-4c0s1n1    c5-4c0s1g0     3  4  1 
7866     27144   c5-4c0s2n0    c5-4c0s2g0     3  4  2 
7867     27145   c5-4c0s2n1    c5-4c0s2g0     3  4  2 
7864     27148   c5-4c0s3n0    c5-4c0s3g0     3  4  3 
7865     27149   c5-4c0s3n1    c5-4c0s3g0     3  4  3 
7862     27152   c5-4c0s4n0    c5-4c0s4g0     3  4  4 
7863     27153   c5-4c0s4n1    c5-4c0s4g0     3  4  4 
7860     27156   c5-4c0s5n0    c5-4c0s5g0     3  4  5 
7861     27157   c5-4c0s5n1    c5-4c0s5g0     3  4  5 
7858     27160   c5-4c0s6n0    c5-4c0s6g0     3  4  6 
7859     27161   c5-4c0s6n1    c5-4c0s6g0     3  4  6 
7856     27164   c5-4c0s7n0    c5-4c0s7g0     3  4  7 
7857     27165   c5-4c0s7n1    c5-4c0s7g0     3  4  7 
7854     27168   c5-4c1s7n0    c5-4c1s7g0     3  4  8 
7855     27169   c5-4c1s7n1    c5-4c1s7g0     3  4  8 
7852     27172   c5-4c1s6n0    c5-4c1s6g0     3  4  9 
7853     27173   c5-4c1s6n1    c5-4c1s6g0     3  4  9 
7850     27176   c5-4c1s5n0    c5-4c1s5g0     3  4  10
7851     27177   c5-4c1s5n1    c5-4c1s5g0     3  4  10
7848     27180   c5-4c1s4n0    c5-4c1s4g0     3  4  11
7849     27181   c5-4c1s4n1    c5-4c1s4g0     3  4  11
7846     27184   c5-4c1s3n0    c5-4c1s3g0     3  4  12
7847     27185   c5-4c1s3n1    c5-4c1s3g0     3  4  12
7844     27188   c5-4c1s2n0    c5-4c1s2g0     3  4  13
7845     27189   c5-4c1s2n1    c5-4c1s2g0     3  4  13
7842     27192   c5-4c1s1n0    c5-4c1s1g0     3  4  14
7843     27193   c5-4c1s1n1    c5-4c1s1g0     3  4  14
7840     27196   c5-4c1s0n0    c5-4c1s0g0     3  4  15
7841     27197   c5-4c1s0n1    c5-4c1s0g0     3  4  15
7838     27200   c5-4c2s0n0    c5-4c2s0g0     3  4  16
7839     27201   c5-4c2s0n1    c5-4c2s0g0     3  4  16
7836     27204   c5-4c2s1n0    c5-4c2s1g0     3  4  17
7837     27205   c5-4c2s1n1    c5-4c2s1g0     3  4  17
7834     27208   c5-4c2s2n0    c5-4c2s2g0     3  4  18
7835     27209   c5-4c2s2n1    c5-4c2s2g0     3  4  18
7832     27212   c5-4c2s3n0    c5-4c2s3g0     3  4  19
7833     27213   c5-4c2s3n1    c5-4c2s3g0     3  4  19
7830     27216   c5-4c2s4n0    c5-4c2s4g0     3  4  20
7831     27217   c5-4c2s4n1    c5-4c2s4g0     3  4  20
7828     27220   c5-4c2s5n0    c5-4c2s5g0     3  4  21
7829     27221   c5-4c2s5n1    c5-4c2s5g0     3  4  21
7826     27224   c5-4c2s6n0    c5-4c2s6g0     3  4  22
7827     27225   c5-4c2s6n1    c5-4c2s6g0     3  4  22
7824     27228   c5-4c2s7n0    c5-4c2s7g0     3  4  23
7825     27229   c5-4c2s7n1    c5-4c2s7g0     3  4  23
7776     27264   c5-4c0s0n2    c5-4c0s0g1     3  5  0 
7777     27265   c5-4c0s0n3    c5-4c0s0g1     3  5  0 
7778     27268   c5-4c0s1n2    c5-4c0s1g1     3  5  1 
7779     27269   c5-4c0s1n3    c5-4c0s1g1     3  5  1 
7780     27272   c5-4c0s2n2    c5-4c0s2g1     3  5  2 
7781     27273   c5-4c0s2n3    c5-4c0s2g1     3  5  2 
7782     27276   c5-4c0s3n2    c5-4c0s3g1     3  5  3 
7783     27277   c5-4c0s3n3    c5-4c0s3g1     3  5  3 
7784     27280   c5-4c0s4n2    c5-4c0s4g1     3  5  4 
7785     27281   c5-4c0s4n3    c5-4c0s4g1     3  5  4 
7786     27284   c5-4c0s5n2    c5-4c0s5g1     3  5  5 
7787     27285   c5-4c0s5n3    c5-4c0s5g1     3  5  5 
7788     27288   c5-4c0s6n2    c5-4c0s6g1     3  5  6 
7789     27289   c5-4c0s6n3    c5-4c0s6g1     3  5  6 
7790     27292   c5-4c0s7n2    c5-4c0s7g1     3  5  7 
7791     27293   c5-4c0s7n3    c5-4c0s7g1     3  5  7 
7792     27296   c5-4c1s7n2    c5-4c1s7g1     3  5  8 
7793     27297   c5-4c1s7n3    c5-4c1s7g1     3  5  8 
7794     27300   c5-4c1s6n2    c5-4c1s6g1     3  5  9 
7795     27301   c5-4c1s6n3    c5-4c1s6g1     3  5  9 
7796     27304   c5-4c1s5n2    c5-4c1s5g1     3  5  10
7797     27305   c5-4c1s5n3    c5-4c1s5g1     3  5  10
7798     27308   c5-4c1s4n2    c5-4c1s4g1     3  5  11
7799     27309   c5-4c1s4n3    c5-4c1s4g1     3  5  11
7800     27312   c5-4c1s3n2    c5-4c1s3g1     3  5  12
7801     27313   c5-4c1s3n3    c5-4c1s3g1     3  5  12
7802     27316   c5-4c1s2n2    c5-4c1s2g1     3  5  13
7803     27317   c5-4c1s2n3    c5-4c1s2g1     3  5  13
7804     27320   c5-4c1s1n2    c5-4c1s1g1     3  5  14
7805     27321   c5-4c1s1n3    c5-4c1s1g1     3  5  14
7806     27324   c5-4c1s0n2    c5-4c1s0g1     3  5  15
7807     27325   c5-4c1s0n3    c5-4c1s0g1     3  5  15
7808     27328   c5-4c2s0n2    c5-4c2s0g1     3  5  16
7809     27329   c5-4c2s0n3    c5-4c2s0g1     3  5  16
7810     27332   c5-4c2s1n2    c5-4c2s1g1     3  5  17
7811     27333   c5-4c2s1n3    c5-4c2s1g1     3  5  17
7812     27336   c5-4c2s2n2    c5-4c2s2g1     3  5  18
7813     27337   c5-4c2s2n3    c5-4c2s2g1     3  5  18
7814     27340   c5-4c2s3n2    c5-4c2s3g1     3  5  19
7815     27341   c5-4c2s3n3    c5-4c2s3g1     3  5  19
7816     27344   c5-4c2s4n2    c5-4c2s4g1     3  5  20
7817     27345   c5-4c2s4n3    c5-4c2s4g1     3  5  20
7818     27348   c5-4c2s5n2    c5-4c2s5g1     3  5  21
7819     27349   c5-4c2s5n3    c5-4c2s5g1     3  5  21
7820     27352   c5-4c2s6n2    c5-4c2s6g1     3  5  22
7821     27353   c5-4c2s6n3    c5-4c2s6g1     3  5  22
7822     27356   c5-4c2s7n2    c5-4c2s7g1     3  5  23
7823     27357   c5-4c2s7n3    c5-4c2s7g1     3  5  23
7774     27392   c5-5c2s0n0    c5-5c2s0g0     3  6  0 
7775     27393   c5-5c2s0n1    c5-5c2s0g0     3  6  0 
7772     27396   c5-5c2s1n0    c5-5c2s1g0     3  6  1 
7773     27397   c5-5c2s1n1    c5-5c2s1g0     3  6  1 
7770     27400   c5-5c2s2n0    c5-5c2s2g0     3  6  2 
7771     27401   c5-5c2s2n1    c5-5c2s2g0     3  6  2 
7768     27404   c5-5c2s3n0    c5-5c2s3g0     3  6  3 
7769     27405   c5-5c2s3n1    c5-5c2s3g0     3  6  3 
7766     27408   c5-5c2s4n0    c5-5c2s4g0     3  6  4 
7767     27409   c5-5c2s4n1    c5-5c2s4g0     3  6  4 
7764     27412   c5-5c2s5n0    c5-5c2s5g0     3  6  5 
7765     27413   c5-5c2s5n1    c5-5c2s5g0     3  6  5 
7762     27416   c5-5c2s6n0    c5-5c2s6g0     3  6  6 
7763     27417   c5-5c2s6n1    c5-5c2s6g0     3  6  6 
7760     27420   c5-5c2s7n0    c5-5c2s7g0     3  6  7 
7761     27421   c5-5c2s7n1    c5-5c2s7g0     3  6  7 
7758     27424   c5-5c1s7n0    c5-5c1s7g0     3  6  8 
7759     27425   c5-5c1s7n1    c5-5c1s7g0     3  6  8 
7756     27428   c5-5c1s6n0    c5-5c1s6g0     3  6  9 
7757     27429   c5-5c1s6n1    c5-5c1s6g0     3  6  9 
7754     27432   c5-5c1s5n0    c5-5c1s5g0     3  6  10
7755     27433   c5-5c1s5n1    c5-5c1s5g0     3  6  10
7752     27436   c5-5c1s4n0    c5-5c1s4g0     3  6  11
7753     27437   c5-5c1s4n1    c5-5c1s4g0     3  6  11
7750     27440   c5-5c1s3n0    c5-5c1s3g0     3  6  12
7751     27441   c5-5c1s3n1    c5-5c1s3g0     3  6  12
7748     27444   c5-5c1s2n0    c5-5c1s2g0     3  6  13
7749     27445   c5-5c1s2n1    c5-5c1s2g0     3  6  13
7746     27448   c5-5c1s1n0    c5-5c1s1g0     3  6  14
7747     27449   c5-5c1s1n1    c5-5c1s1g0     3  6  14
7744     27452   c5-5c1s0n0    c5-5c1s0g0     3  6  15
7745     27453   c5-5c1s0n1    c5-5c1s0g0     3  6  15
7742     27456   c5-5c0s0n0    c5-5c0s0g0     3  6  16
7743     27457   c5-5c0s0n1    c5-5c0s0g0     3  6  16
7740     27460   c5-5c0s1n0    c5-5c0s1g0     3  6  17
7741     27461   c5-5c0s1n1    c5-5c0s1g0     3  6  17
7738     27464   c5-5c0s2n0    c5-5c0s2g0     3  6  18
7739     27465   c5-5c0s2n1    c5-5c0s2g0     3  6  18
7736     27468   c5-5c0s3n0    c5-5c0s3g0     3  6  19
7737     27469   c5-5c0s3n1    c5-5c0s3g0     3  6  19
7734     27472   c5-5c0s4n0    c5-5c0s4g0     3  6  20
7735     27473   c5-5c0s4n1    c5-5c0s4g0     3  6  20
7732     27476   c5-5c0s5n0    c5-5c0s5g0     3  6  21
7733     27477   c5-5c0s5n1    c5-5c0s5g0     3  6  21
7730     27480   c5-5c0s6n0    c5-5c0s6g0     3  6  22
7731     27481   c5-5c0s6n1    c5-5c0s6g0     3  6  22
7728     27484   c5-5c0s7n0    c5-5c0s7g0     3  6  23
7729     27485   c5-5c0s7n1    c5-5c0s7g0     3  6  23
7680     27520   c5-5c2s0n2    c5-5c2s0g1     3  7  0 
7681     27521   c5-5c2s0n3    c5-5c2s0g1     3  7  0 
7682     27524   c5-5c2s1n2    c5-5c2s1g1     3  7  1 
7683     27525   c5-5c2s1n3    c5-5c2s1g1     3  7  1 
7684     27528   c5-5c2s2n2    c5-5c2s2g1     3  7  2 
7685     27529   c5-5c2s2n3    c5-5c2s2g1     3  7  2 
7686     27532   c5-5c2s3n2    c5-5c2s3g1     3  7  3 
7687     27533   c5-5c2s3n3    c5-5c2s3g1     3  7  3 
7688     27536   c5-5c2s4n2    c5-5c2s4g1     3  7  4 
7689     27537   c5-5c2s4n3    c5-5c2s4g1     3  7  4 
7690     27540   c5-5c2s5n2    c5-5c2s5g1     3  7  5 
7691     27541   c5-5c2s5n3    c5-5c2s5g1     3  7  5 
7692     27544   c5-5c2s6n2    c5-5c2s6g1     3  7  6 
7693     27545   c5-5c2s6n3    c5-5c2s6g1     3  7  6 
7694     27548   c5-5c2s7n2    c5-5c2s7g1     3  7  7 
7695     27549   c5-5c2s7n3    c5-5c2s7g1     3  7  7 
7696     27552   c5-5c1s7n2    c5-5c1s7g1     3  7  8 
7697     27553   c5-5c1s7n3    c5-5c1s7g1     3  7  8 
7698     27556   c5-5c1s6n2    c5-5c1s6g1     3  7  9 
7699     27557   c5-5c1s6n3    c5-5c1s6g1     3  7  9 
7700     27560   c5-5c1s5n2    c5-5c1s5g1     3  7  10
7701     27561   c5-5c1s5n3    c5-5c1s5g1     3  7  10
7702     27564   c5-5c1s4n2    c5-5c1s4g1     3  7  11
7703     27565   c5-5c1s4n3    c5-5c1s4g1     3  7  11
7704     27568   c5-5c1s3n2    c5-5c1s3g1     3  7  12
7705     27569   c5-5c1s3n3    c5-5c1s3g1     3  7  12
7706     27572   c5-5c1s2n2    c5-5c1s2g1     3  7  13
7707     27573   c5-5c1s2n3    c5-5c1s2g1     3  7  13
7708     27576   c5-5c1s1n2    c5-5c1s1g1     3  7  14
7709     27577   c5-5c1s1n3    c5-5c1s1g1     3  7  14
7710     27580   c5-5c1s0n2    c5-5c1s0g1     3  7  15
7711     27581   c5-5c1s0n3    c5-5c1s0g1     3  7  15
7712     27584   c5-5c0s0n2    c5-5c0s0g1     3  7  16
7713     27585   c5-5c0s0n3    c5-5c0s0g1     3  7  16
7714     27588   c5-5c0s1n2    c5-5c0s1g1     3  7  17
7715     27589   c5-5c0s1n3    c5-5c0s1g1     3  7  17
7716     27592   c5-5c0s2n2    c5-5c0s2g1     3  7  18
7717     27593   c5-5c0s2n3    c5-5c0s2g1     3  7  18
7718     27596   c5-5c0s3n2    c5-5c0s3g1     3  7  19
7719     27597   c5-5c0s3n3    c5-5c0s3g1     3  7  19
7720     27600   c5-5c0s4n2    c5-5c0s4g1     3  7  20
7721     27601   c5-5c0s4n3    c5-5c0s4g1     3  7  20
7722     27604   c5-5c0s5n2    c5-5c0s5g1     3  7  21
7723     27605   c5-5c0s5n3    c5-5c0s5g1     3  7  21
7724     27608   c5-5c0s6n2    c5-5c0s6g1     3  7  22
7725     27609   c5-5c0s6n3    c5-5c0s6g1     3  7  22
7726     27612   c5-5c0s7n2    c5-5c0s7g1     3  7  23
7727     27613   c5-5c0s7n3    c5-5c0s7g1     3  7  23
7678     27648   c5-3c0s0n0    c5-3c0s0g0     3  8  0 
7679     27649   c5-3c0s0n1    c5-3c0s0g0     3  8  0 
7676     27652   c5-3c0s1n0    c5-3c0s1g0     3  8  1 
7677     27653   c5-3c0s1n1    c5-3c0s1g0     3  8  1 
7674     27656   c5-3c0s2n0    c5-3c0s2g0     3  8  2 
7675     27657   c5-3c0s2n1    c5-3c0s2g0     3  8  2 
7672     27660   c5-3c0s3n0    c5-3c0s3g0     3  8  3 
7673     27661   c5-3c0s3n1    c5-3c0s3g0     3  8  3 
7670     27664   c5-3c0s4n0    c5-3c0s4g0     3  8  4 
7671     27665   c5-3c0s4n1    c5-3c0s4g0     3  8  4 
7668     27668   c5-3c0s5n0    c5-3c0s5g0     3  8  5 
7669     27669   c5-3c0s5n1    c5-3c0s5g0     3  8  5 
7666     27672   c5-3c0s6n0    c5-3c0s6g0     3  8  6 
7667     27673   c5-3c0s6n1    c5-3c0s6g0     3  8  6 
7664     27676   c5-3c0s7n0    c5-3c0s7g0     3  8  7 
7665     27677   c5-3c0s7n1    c5-3c0s7g0     3  8  7 
7662     27680   c5-3c1s7n0    c5-3c1s7g0     3  8  8 
7663     27681   c5-3c1s7n1    c5-3c1s7g0     3  8  8 
7660     27684   c5-3c1s6n0    c5-3c1s6g0     3  8  9 
7661     27685   c5-3c1s6n1    c5-3c1s6g0     3  8  9 
7658     27688   c5-3c1s5n0    c5-3c1s5g0     3  8  10
7659     27689   c5-3c1s5n1    c5-3c1s5g0     3  8  10
7656     27692   c5-3c1s4n0    c5-3c1s4g0     3  8  11
7657     27693   c5-3c1s4n1    c5-3c1s4g0     3  8  11
7654     27696   c5-3c1s3n0    c5-3c1s3g0     3  8  12
7655     27697   c5-3c1s3n1    c5-3c1s3g0     3  8  12
7652     27700   c5-3c1s2n0    c5-3c1s2g0     3  8  13
7653     27701   c5-3c1s2n1    c5-3c1s2g0     3  8  13
7650     27704   c5-3c1s1n0    c5-3c1s1g0     3  8  14
7651     27705   c5-3c1s1n1    c5-3c1s1g0     3  8  14
7648     27708   c5-3c1s0n0    c5-3c1s0g0     3  8  15
7649     27709   c5-3c1s0n1    c5-3c1s0g0     3  8  15
7646     27712   c5-3c2s0n0    c5-3c2s0g0     3  8  16
7647     27713   c5-3c2s0n1    c5-3c2s0g0     3  8  16
7644     27716   c5-3c2s1n0    c5-3c2s1g0     3  8  17
7645     27717   c5-3c2s1n1    c5-3c2s1g0     3  8  17
7642     27720   c5-3c2s2n0    c5-3c2s2g0     3  8  18
7643     27721   c5-3c2s2n1    c5-3c2s2g0     3  8  18
7640     27724   c5-3c2s3n0    c5-3c2s3g0     3  8  19
7641     27725   c5-3c2s3n1    c5-3c2s3g0     3  8  19
7638     27728   c5-3c2s4n0    c5-3c2s4g0     3  8  20
7639     27729   c5-3c2s4n1    c5-3c2s4g0     3  8  20
7636     27732   c5-3c2s5n0    c5-3c2s5g0     3  8  21
7637     27733   c5-3c2s5n1    c5-3c2s5g0     3  8  21
7634     27736   c5-3c2s6n0    c5-3c2s6g0     3  8  22
7635     27737   c5-3c2s6n1    c5-3c2s6g0     3  8  22
7632     27740   c5-3c2s7n0    c5-3c2s7g0     3  8  23
7633     27741   c5-3c2s7n1    c5-3c2s7g0     3  8  23
7584     27776   c5-3c0s0n2    c5-3c0s0g1     3  9  0 
7585     27777   c5-3c0s0n3    c5-3c0s0g1     3  9  0 
7586     27780   c5-3c0s1n2    c5-3c0s1g1     3  9  1 
7587     27781   c5-3c0s1n3    c5-3c0s1g1     3  9  1 
7588     27784   c5-3c0s2n2    c5-3c0s2g1     3  9  2 
7589     27785   c5-3c0s2n3    c5-3c0s2g1     3  9  2 
7590     27788   c5-3c0s3n2    c5-3c0s3g1     3  9  3 
7591     27789   c5-3c0s3n3    c5-3c0s3g1     3  9  3 
7592     27792   c5-3c0s4n2    c5-3c0s4g1     3  9  4 
7593     27793   c5-3c0s4n3    c5-3c0s4g1     3  9  4 
7594     27796   c5-3c0s5n2    c5-3c0s5g1     3  9  5 
7595     27797   c5-3c0s5n3    c5-3c0s5g1     3  9  5 
7596     27800   c5-3c0s6n2    c5-3c0s6g1     3  9  6 
7597     27801   c5-3c0s6n3    c5-3c0s6g1     3  9  6 
7598     27804   c5-3c0s7n2    c5-3c0s7g1     3  9  7 
7599     27805   c5-3c0s7n3    c5-3c0s7g1     3  9  7 
7600     27808   c5-3c1s7n2    c5-3c1s7g1     3  9  8 
7601     27809   c5-3c1s7n3    c5-3c1s7g1     3  9  8 
7602     27812   c5-3c1s6n2    c5-3c1s6g1     3  9  9 
7603     27813   c5-3c1s6n3    c5-3c1s6g1     3  9  9 
7604     27816   c5-3c1s5n2    c5-3c1s5g1     3  9  10
7605     27817   c5-3c1s5n3    c5-3c1s5g1     3  9  10
7606     27820   c5-3c1s4n2    c5-3c1s4g1     3  9  11
7607     27821   c5-3c1s4n3    c5-3c1s4g1     3  9  11
7608     27824   c5-3c1s3n2    c5-3c1s3g1     3  9  12
7609     27825   c5-3c1s3n3    c5-3c1s3g1     3  9  12
7610     27828   c5-3c1s2n2    c5-3c1s2g1     3  9  13
7611     27829   c5-3c1s2n3    c5-3c1s2g1     3  9  13
7612     27832   c5-3c1s1n2    c5-3c1s1g1     3  9  14
7613     27833   c5-3c1s1n3    c5-3c1s1g1     3  9  14
7614     27836   c5-3c1s0n2    c5-3c1s0g1     3  9  15
7615     27837   c5-3c1s0n3    c5-3c1s0g1     3  9  15
7616     27840   c5-3c2s0n2    c5-3c2s0g1     3  9  16
7617     27841   c5-3c2s0n3    c5-3c2s0g1     3  9  16
7618     27844   c5-3c2s1n2    c5-3c2s1g1     3  9  17
7619     27845   c5-3c2s1n3    c5-3c2s1g1     3  9  17
7620     27848   c5-3c2s2n2    c5-3c2s2g1     3  9  18
7621     27849   c5-3c2s2n3    c5-3c2s2g1     3  9  18
7622     27852   c5-3c2s3n2    c5-3c2s3g1     3  9  19
7623     27853   c5-3c2s3n3    c5-3c2s3g1     3  9  19
7624     27856   c5-3c2s4n2    c5-3c2s4g1     3  9  20
7625     27857   c5-3c2s4n3    c5-3c2s4g1     3  9  20
7626     27860   c5-3c2s5n2    c5-3c2s5g1     3  9  21
7627     27861   c5-3c2s5n3    c5-3c2s5g1     3  9  21
7628     27864   c5-3c2s6n2    c5-3c2s6g1     3  9  22
7629     27865   c5-3c2s6n3    c5-3c2s6g1     3  9  22
7630     27868   c5-3c2s7n2    c5-3c2s7g1     3  9  23
7631     27869   c5-3c2s7n3    c5-3c2s7g1     3  9  23
7582     27904   c5-1c2s0n0    c5-1c2s0g0     3  10 0 
7583     27905   c5-1c2s0n1    c5-1c2s0g0     3  10 0 
7580     27908   c5-1c2s1n0    c5-1c2s1g0     3  10 1 
7581     27909   c5-1c2s1n1    c5-1c2s1g0     3  10 1 
7578     27912   c5-1c2s2n0    c5-1c2s2g0     3  10 2 
7579     27913   c5-1c2s2n1    c5-1c2s2g0     3  10 2 
7576     27916   c5-1c2s3n0    c5-1c2s3g0     3  10 3 
7577     27917   c5-1c2s3n1    c5-1c2s3g0     3  10 3 
7574     27920   c5-1c2s4n0    c5-1c2s4g0     3  10 4 
7575     27921   c5-1c2s4n1    c5-1c2s4g0     3  10 4 
7572     27924   c5-1c2s5n0    c5-1c2s5g0     3  10 5 
7573     27925   c5-1c2s5n1    c5-1c2s5g0     3  10 5 
7570     27928   c5-1c2s6n0    c5-1c2s6g0     3  10 6 
7571     27929   c5-1c2s6n1    c5-1c2s6g0     3  10 6 
7568     27932   c5-1c2s7n0    c5-1c2s7g0     3  10 7 
7569     27933   c5-1c2s7n1    c5-1c2s7g0     3  10 7 
7566     27936   c5-1c1s7n0    c5-1c1s7g0     3  10 8 
7567     27937   c5-1c1s7n1    c5-1c1s7g0     3  10 8 
7564     27940   c5-1c1s6n0    c5-1c1s6g0     3  10 9 
7565     27941   c5-1c1s6n1    c5-1c1s6g0     3  10 9 
7562     27944   c5-1c1s5n0    c5-1c1s5g0     3  10 10
7563     27945   c5-1c1s5n1    c5-1c1s5g0     3  10 10
7560     27948   c5-1c1s4n0    c5-1c1s4g0     3  10 11
7561     27949   c5-1c1s4n1    c5-1c1s4g0     3  10 11
7558     27952   c5-1c1s3n0    c5-1c1s3g0     3  10 12
7559     27953   c5-1c1s3n1    c5-1c1s3g0     3  10 12
7556     27956   c5-1c1s2n0    c5-1c1s2g0     3  10 13
7557     27957   c5-1c1s2n1    c5-1c1s2g0     3  10 13
