NID    NIC-Addr  Node          Gemini         X  Y  Z
4827     16949   c15-4c1s2n1   c15-4c1s2g0    8  4  13
4828     16952   c15-4c1s1n0   c15-4c1s1g0    8  4  14
4829     16953   c15-4c1s1n1   c15-4c1s1g0    8  4  14
4830     16956   c15-4c1s0n0   c15-4c1s0g0    8  4  15
4831     16957   c15-4c1s0n1   c15-4c1s0g0    8  4  15
4832     16960   c15-4c2s0n0   c15-4c2s0g0    8  4  16
4833     16961   c15-4c2s0n1   c15-4c2s0g0    8  4  16
4834     16964   c15-4c2s1n0   c15-4c2s1g0    8  4  17
4835     16965   c15-4c2s1n1   c15-4c2s1g0    8  4  17
4836     16968   c15-4c2s2n0   c15-4c2s2g0    8  4  18
4837     16969   c15-4c2s2n1   c15-4c2s2g0    8  4  18
4838     16972   c15-4c2s3n0   c15-4c2s3g0    8  4  19
4839     16973   c15-4c2s3n1   c15-4c2s3g0    8  4  19
4840     16976   c15-4c2s4n0   c15-4c2s4g0    8  4  20
4841     16977   c15-4c2s4n1   c15-4c2s4g0    8  4  20
4842     16980   c15-4c2s5n0   c15-4c2s5g0    8  4  21
4843     16981   c15-4c2s5n1   c15-4c2s5g0    8  4  21
4844     16984   c15-4c2s6n0   c15-4c2s6g0    8  4  22
4845     16985   c15-4c2s6n1   c15-4c2s6g0    8  4  22
4846     16988   c15-4c2s7n0   c15-4c2s7g0    8  4  23
4847     16989   c15-4c2s7n1   c15-4c2s7g0    8  4  23
4894     17024   c15-4c0s0n2   c15-4c0s0g1    8  5  0 
4895     17025   c15-4c0s0n3   c15-4c0s0g1    8  5  0 
4892     17028   c15-4c0s1n2   c15-4c0s1g1    8  5  1 
4893     17029   c15-4c0s1n3   c15-4c0s1g1    8  5  1 
4890     17032   c15-4c0s2n2   c15-4c0s2g1    8  5  2 
4891     17033   c15-4c0s2n3   c15-4c0s2g1    8  5  2 
4888     17036   c15-4c0s3n2   c15-4c0s3g1    8  5  3 
4889     17037   c15-4c0s3n3   c15-4c0s3g1    8  5  3 
4886     17040   c15-4c0s4n2   c15-4c0s4g1    8  5  4 
4887     17041   c15-4c0s4n3   c15-4c0s4g1    8  5  4 
4884     17044   c15-4c0s5n2   c15-4c0s5g1    8  5  5 
4885     17045   c15-4c0s5n3   c15-4c0s5g1    8  5  5 
4882     17048   c15-4c0s6n2   c15-4c0s6g1    8  5  6 
4883     17049   c15-4c0s6n3   c15-4c0s6g1    8  5  6 
4880     17052   c15-4c0s7n2   c15-4c0s7g1    8  5  7 
4881     17053   c15-4c0s7n3   c15-4c0s7g1    8  5  7 
4878     17056   c15-4c1s7n2   c15-4c1s7g1    8  5  8 
4879     17057   c15-4c1s7n3   c15-4c1s7g1    8  5  8 
4876     17060   c15-4c1s6n2   c15-4c1s6g1    8  5  9 
4877     17061   c15-4c1s6n3   c15-4c1s6g1    8  5  9 
4874     17064   c15-4c1s5n2   c15-4c1s5g1    8  5  10
4875     17065   c15-4c1s5n3   c15-4c1s5g1    8  5  10
4872     17068   c15-4c1s4n2   c15-4c1s4g1    8  5  11
4873     17069   c15-4c1s4n3   c15-4c1s4g1    8  5  11
4870     17072   c15-4c1s3n2   c15-4c1s3g1    8  5  12
4871     17073   c15-4c1s3n3   c15-4c1s3g1    8  5  12
4868     17076   c15-4c1s2n2   c15-4c1s2g1    8  5  13
4869     17077   c15-4c1s2n3   c15-4c1s2g1    8  5  13
4866     17080   c15-4c1s1n2   c15-4c1s1g1    8  5  14
4867     17081   c15-4c1s1n3   c15-4c1s1g1    8  5  14
4864     17084   c15-4c1s0n2   c15-4c1s0g1    8  5  15
4865     17085   c15-4c1s0n3   c15-4c1s0g1    8  5  15
4862     17088   c15-4c2s0n2   c15-4c2s0g1    8  5  16
4863     17089   c15-4c2s0n3   c15-4c2s0g1    8  5  16
4860     17092   c15-4c2s1n2   c15-4c2s1g1    8  5  17
4861     17093   c15-4c2s1n3   c15-4c2s1g1    8  5  17
4858     17096   c15-4c2s2n2   c15-4c2s2g1    8  5  18
4859     17097   c15-4c2s2n3   c15-4c2s2g1    8  5  18
4856     17100   c15-4c2s3n2   c15-4c2s3g1    8  5  19
4857     17101   c15-4c2s3n3   c15-4c2s3g1    8  5  19
4854     17104   c15-4c2s4n2   c15-4c2s4g1    8  5  20
4855     17105   c15-4c2s4n3   c15-4c2s4g1    8  5  20
4852     17108   c15-4c2s5n2   c15-4c2s5g1    8  5  21
4853     17109   c15-4c2s5n3   c15-4c2s5g1    8  5  21
4850     17112   c15-4c2s6n2   c15-4c2s6g1    8  5  22
4851     17113   c15-4c2s6n3   c15-4c2s6g1    8  5  22
4848     17116   c15-4c2s7n2   c15-4c2s7g1    8  5  23
4849     17117   c15-4c2s7n3   c15-4c2s7g1    8  5  23
4896     17152   c15-5c2s0n0   c15-5c2s0g0    8  6  0 
4897     17153   c15-5c2s0n1   c15-5c2s0g0    8  6  0 
4898     17156   c15-5c2s1n0   c15-5c2s1g0    8  6  1 
4899     17157   c15-5c2s1n1   c15-5c2s1g0    8  6  1 
4900     17160   c15-5c2s2n0   c15-5c2s2g0    8  6  2 
4901     17161   c15-5c2s2n1   c15-5c2s2g0    8  6  2 
4902     17164   c15-5c2s3n0   c15-5c2s3g0    8  6  3 
4903     17165   c15-5c2s3n1   c15-5c2s3g0    8  6  3 
4904     17168   c15-5c2s4n0   c15-5c2s4g0    8  6  4 
4905     17169   c15-5c2s4n1   c15-5c2s4g0    8  6  4 
4906     17172   c15-5c2s5n0   c15-5c2s5g0    8  6  5 
4907     17173   c15-5c2s5n1   c15-5c2s5g0    8  6  5 
4908     17176   c15-5c2s6n0   c15-5c2s6g0    8  6  6 
4909     17177   c15-5c2s6n1   c15-5c2s6g0    8  6  6 
4910     17180   c15-5c2s7n0   c15-5c2s7g0    8  6  7 
4911     17181   c15-5c2s7n1   c15-5c2s7g0    8  6  7 
4912     17184   c15-5c1s7n0   c15-5c1s7g0    8  6  8 
4913     17185   c15-5c1s7n1   c15-5c1s7g0    8  6  8 
4914     17188   c15-5c1s6n0   c15-5c1s6g0    8  6  9 
4915     17189   c15-5c1s6n1   c15-5c1s6g0    8  6  9 
4916     17192   c15-5c1s5n0   c15-5c1s5g0    8  6  10
4917     17193   c15-5c1s5n1   c15-5c1s5g0    8  6  10
4918     17196   c15-5c1s4n0   c15-5c1s4g0    8  6  11
4919     17197   c15-5c1s4n1   c15-5c1s4g0    8  6  11
4920     17200   c15-5c1s3n0   c15-5c1s3g0    8  6  12
4921     17201   c15-5c1s3n1   c15-5c1s3g0    8  6  12
4922     17204   c15-5c1s2n0   c15-5c1s2g0    8  6  13
4923     17205   c15-5c1s2n1   c15-5c1s2g0    8  6  13
4924     17208   c15-5c1s1n0   c15-5c1s1g0    8  6  14
4925     17209   c15-5c1s1n1   c15-5c1s1g0    8  6  14
4926     17212   c15-5c1s0n0   c15-5c1s0g0    8  6  15
4927     17213   c15-5c1s0n1   c15-5c1s0g0    8  6  15
4928     17216   c15-5c0s0n0   c15-5c0s0g0    8  6  16
4929     17217   c15-5c0s0n1   c15-5c0s0g0    8  6  16
4930     17220   c15-5c0s1n0   c15-5c0s1g0    8  6  17
4931     17221   c15-5c0s1n1   c15-5c0s1g0    8  6  17
4932     17224   c15-5c0s2n0   c15-5c0s2g0    8  6  18
4933     17225   c15-5c0s2n1   c15-5c0s2g0    8  6  18
4934     17228   c15-5c0s3n0   c15-5c0s3g0    8  6  19
4935     17229   c15-5c0s3n1   c15-5c0s3g0    8  6  19
4936     17232   c15-5c0s4n0   c15-5c0s4g0    8  6  20
4937     17233   c15-5c0s4n1   c15-5c0s4g0    8  6  20
4938     17236   c15-5c0s5n0   c15-5c0s5g0    8  6  21
4939     17237   c15-5c0s5n1   c15-5c0s5g0    8  6  21
4940     17240   c15-5c0s6n0   c15-5c0s6g0    8  6  22
4941     17241   c15-5c0s6n1   c15-5c0s6g0    8  6  22
4942     17244   c15-5c0s7n0   c15-5c0s7g0    8  6  23
4943     17245   c15-5c0s7n1   c15-5c0s7g0    8  6  23
4990     17280   c15-5c2s0n2   c15-5c2s0g1    8  7  0 
4991     17281   c15-5c2s0n3   c15-5c2s0g1    8  7  0 
4988     17284   c15-5c2s1n2   c15-5c2s1g1    8  7  1 
4989     17285   c15-5c2s1n3   c15-5c2s1g1    8  7  1 
4986     17288   c15-5c2s2n2   c15-5c2s2g1    8  7  2 
4987     17289   c15-5c2s2n3   c15-5c2s2g1    8  7  2 
4984     17292   c15-5c2s3n2   c15-5c2s3g1    8  7  3 
4985     17293   c15-5c2s3n3   c15-5c2s3g1    8  7  3 
4982     17296   c15-5c2s4n2   c15-5c2s4g1    8  7  4 
4983     17297   c15-5c2s4n3   c15-5c2s4g1    8  7  4 
4980     17300   c15-5c2s5n2   c15-5c2s5g1    8  7  5 
4981     17301   c15-5c2s5n3   c15-5c2s5g1    8  7  5 
4978     17304   c15-5c2s6n2   c15-5c2s6g1    8  7  6 
4979     17305   c15-5c2s6n3   c15-5c2s6g1    8  7  6 
4976     17308   c15-5c2s7n2   c15-5c2s7g1    8  7  7 
4977     17309   c15-5c2s7n3   c15-5c2s7g1    8  7  7 
4974     17312   c15-5c1s7n2   c15-5c1s7g1    8  7  8 
4975     17313   c15-5c1s7n3   c15-5c1s7g1    8  7  8 
4972     17316   c15-5c1s6n2   c15-5c1s6g1    8  7  9 
4973     17317   c15-5c1s6n3   c15-5c1s6g1    8  7  9 
4970     17320   c15-5c1s5n2   c15-5c1s5g1    8  7  10
4971     17321   c15-5c1s5n3   c15-5c1s5g1    8  7  10
4968     17324   c15-5c1s4n2   c15-5c1s4g1    8  7  11
4969     17325   c15-5c1s4n3   c15-5c1s4g1    8  7  11
4966     17328   c15-5c1s3n2   c15-5c1s3g1    8  7  12
4967     17329   c15-5c1s3n3   c15-5c1s3g1    8  7  12
4964     17332   c15-5c1s2n2   c15-5c1s2g1    8  7  13
4965     17333   c15-5c1s2n3   c15-5c1s2g1    8  7  13
4962     17336   c15-5c1s1n2   c15-5c1s1g1    8  7  14
4963     17337   c15-5c1s1n3   c15-5c1s1g1    8  7  14
4960     17340   c15-5c1s0n2   c15-5c1s0g1    8  7  15
4961     17341   c15-5c1s0n3   c15-5c1s0g1    8  7  15
4958     17344   c15-5c0s0n2   c15-5c0s0g1    8  7  16
4959     17345   c15-5c0s0n3   c15-5c0s0g1    8  7  16
4956     17348   c15-5c0s1n2   c15-5c0s1g1    8  7  17
4957     17349   c15-5c0s1n3   c15-5c0s1g1    8  7  17
4954     17352   c15-5c0s2n2   c15-5c0s2g1    8  7  18
4955     17353   c15-5c0s2n3   c15-5c0s2g1    8  7  18
4952     17356   c15-5c0s3n2   c15-5c0s3g1    8  7  19
4953     17357   c15-5c0s3n3   c15-5c0s3g1    8  7  19
4950     17360   c15-5c0s4n2   c15-5c0s4g1    8  7  20
4951     17361   c15-5c0s4n3   c15-5c0s4g1    8  7  20
4948     17364   c15-5c0s5n2   c15-5c0s5g1    8  7  21
4949     17365   c15-5c0s5n3   c15-5c0s5g1    8  7  21
4946     17368   c15-5c0s6n2   c15-5c0s6g1    8  7  22
4947     17369   c15-5c0s6n3   c15-5c0s6g1    8  7  22
4944     17372   c15-5c0s7n2   c15-5c0s7g1    8  7  23
4945     17373   c15-5c0s7n3   c15-5c0s7g1    8  7  23
4992     17408   c15-3c0s0n0   c15-3c0s0g0    8  8  0 
4993     17409   c15-3c0s0n1   c15-3c0s0g0    8  8  0 
4994     17412   c15-3c0s1n0   c15-3c0s1g0    8  8  1 
4995     17413   c15-3c0s1n1   c15-3c0s1g0    8  8  1 
4996     17416   c15-3c0s2n0   c15-3c0s2g0    8  8  2 
4997     17417   c15-3c0s2n1   c15-3c0s2g0    8  8  2 
4998     17420   c15-3c0s3n0   c15-3c0s3g0    8  8  3 
4999     17421   c15-3c0s3n1   c15-3c0s3g0    8  8  3 
5000     17424   c15-3c0s4n0   c15-3c0s4g0    8  8  4 
5001     17425   c15-3c0s4n1   c15-3c0s4g0    8  8  4 
5002     17428   c15-3c0s5n0   c15-3c0s5g0    8  8  5 
5003     17429   c15-3c0s5n1   c15-3c0s5g0    8  8  5 
5004     17432   c15-3c0s6n0   c15-3c0s6g0    8  8  6 
5005     17433   c15-3c0s6n1   c15-3c0s6g0    8  8  6 
5006     17436   c15-3c0s7n0   c15-3c0s7g0    8  8  7 
5007     17437   c15-3c0s7n1   c15-3c0s7g0    8  8  7 
5008     17440   c15-3c1s7n0   c15-3c1s7g0    8  8  8 
5009     17441   c15-3c1s7n1   c15-3c1s7g0    8  8  8 
5010     17444   c15-3c1s6n0   c15-3c1s6g0    8  8  9 
5011     17445   c15-3c1s6n1   c15-3c1s6g0    8  8  9 
5012     17448   c15-3c1s5n0   c15-3c1s5g0    8  8  10
5013     17449   c15-3c1s5n1   c15-3c1s5g0    8  8  10
5014     17452   c15-3c1s4n0   c15-3c1s4g0    8  8  11
5015     17453   c15-3c1s4n1   c15-3c1s4g0    8  8  11
5016     17456   c15-3c1s3n0   c15-3c1s3g0    8  8  12
5017     17457   c15-3c1s3n1   c15-3c1s3g0    8  8  12
5018     17460   c15-3c1s2n0   c15-3c1s2g0    8  8  13
5019     17461   c15-3c1s2n1   c15-3c1s2g0    8  8  13
5020     17464   c15-3c1s1n0   c15-3c1s1g0    8  8  14
5021     17465   c15-3c1s1n1   c15-3c1s1g0    8  8  14
5022     17468   c15-3c1s0n0   c15-3c1s0g0    8  8  15
5023     17469   c15-3c1s0n1   c15-3c1s0g0    8  8  15
5024     17472   c15-3c2s0n0   c15-3c2s0g0    8  8  16
5025     17473   c15-3c2s0n1   c15-3c2s0g0    8  8  16
5026     17476   c15-3c2s1n0   c15-3c2s1g0    8  8  17
5027     17477   c15-3c2s1n1   c15-3c2s1g0    8  8  17
5028     17480   c15-3c2s2n0   c15-3c2s2g0    8  8  18
5029     17481   c15-3c2s2n1   c15-3c2s2g0    8  8  18
5030     17484   c15-3c2s3n0   c15-3c2s3g0    8  8  19
5031     17485   c15-3c2s3n1   c15-3c2s3g0    8  8  19
5032     17488   c15-3c2s4n0   c15-3c2s4g0    8  8  20
5033     17489   c15-3c2s4n1   c15-3c2s4g0    8  8  20
5034     17492   c15-3c2s5n0   c15-3c2s5g0    8  8  21
5035     17493   c15-3c2s5n1   c15-3c2s5g0    8  8  21
5036     17496   c15-3c2s6n0   c15-3c2s6g0    8  8  22
5037     17497   c15-3c2s6n1   c15-3c2s6g0    8  8  22
5038     17500   c15-3c2s7n0   c15-3c2s7g0    8  8  23
5039     17501   c15-3c2s7n1   c15-3c2s7g0    8  8  23
5086     17536   c15-3c0s0n2   c15-3c0s0g1    8  9  0 
5087     17537   c15-3c0s0n3   c15-3c0s0g1    8  9  0 
5084     17540   c15-3c0s1n2   c15-3c0s1g1    8  9  1 
5085     17541   c15-3c0s1n3   c15-3c0s1g1    8  9  1 
5082     17544   c15-3c0s2n2   c15-3c0s2g1    8  9  2 
5083     17545   c15-3c0s2n3   c15-3c0s2g1    8  9  2 
5080     17548   c15-3c0s3n2   c15-3c0s3g1    8  9  3 
5081     17549   c15-3c0s3n3   c15-3c0s3g1    8  9  3 
5078     17552   c15-3c0s4n2   c15-3c0s4g1    8  9  4 
5079     17553   c15-3c0s4n3   c15-3c0s4g1    8  9  4 
5076     17556   c15-3c0s5n2   c15-3c0s5g1    8  9  5 
5077     17557   c15-3c0s5n3   c15-3c0s5g1    8  9  5 
5074     17560   c15-3c0s6n2   c15-3c0s6g1    8  9  6 
5075     17561   c15-3c0s6n3   c15-3c0s6g1    8  9  6 
5072     17564   c15-3c0s7n2   c15-3c0s7g1    8  9  7 
5073     17565   c15-3c0s7n3   c15-3c0s7g1    8  9  7 
5070     17568   c15-3c1s7n2   c15-3c1s7g1    8  9  8 
5071     17569   c15-3c1s7n3   c15-3c1s7g1    8  9  8 
5068     17572   c15-3c1s6n2   c15-3c1s6g1    8  9  9 
5069     17573   c15-3c1s6n3   c15-3c1s6g1    8  9  9 
5066     17576   c15-3c1s5n2   c15-3c1s5g1    8  9  10
5067     17577   c15-3c1s5n3   c15-3c1s5g1    8  9  10
5064     17580   c15-3c1s4n2   c15-3c1s4g1    8  9  11
5065     17581   c15-3c1s4n3   c15-3c1s4g1    8  9  11
5062     17584   c15-3c1s3n2   c15-3c1s3g1    8  9  12
5063     17585   c15-3c1s3n3   c15-3c1s3g1    8  9  12
5060     17588   c15-3c1s2n2   c15-3c1s2g1    8  9  13
5061     17589   c15-3c1s2n3   c15-3c1s2g1    8  9  13
5058     17592   c15-3c1s1n2   c15-3c1s1g1    8  9  14
5059     17593   c15-3c1s1n3   c15-3c1s1g1    8  9  14
5056     17596   c15-3c1s0n2   c15-3c1s0g1    8  9  15
5057     17597   c15-3c1s0n3   c15-3c1s0g1    8  9  15
5054     17600   c15-3c2s0n2   c15-3c2s0g1    8  9  16
5055     17601   c15-3c2s0n3   c15-3c2s0g1    8  9  16
5052     17604   c15-3c2s1n2   c15-3c2s1g1    8  9  17
5053     17605   c15-3c2s1n3   c15-3c2s1g1    8  9  17
5050     17608   c15-3c2s2n2   c15-3c2s2g1    8  9  18
5051     17609   c15-3c2s2n3   c15-3c2s2g1    8  9  18
5048     17612   c15-3c2s3n2   c15-3c2s3g1    8  9  19
5049     17613   c15-3c2s3n3   c15-3c2s3g1    8  9  19
5046     17616   c15-3c2s4n2   c15-3c2s4g1    8  9  20
5047     17617   c15-3c2s4n3   c15-3c2s4g1    8  9  20
5044     17620   c15-3c2s5n2   c15-3c2s5g1    8  9  21
5045     17621   c15-3c2s5n3   c15-3c2s5g1    8  9  21
5042     17624   c15-3c2s6n2   c15-3c2s6g1    8  9  22
5043     17625   c15-3c2s6n3   c15-3c2s6g1    8  9  22
5040     17628   c15-3c2s7n2   c15-3c2s7g1    8  9  23
5041     17629   c15-3c2s7n3   c15-3c2s7g1    8  9  23
5088     17664   c15-1c2s0n0   c15-1c2s0g0    8  10 0 
5089     17665   c15-1c2s0n1   c15-1c2s0g0    8  10 0 
5090     17668   c15-1c2s1n0   c15-1c2s1g0    8  10 1 
5091     17669   c15-1c2s1n1   c15-1c2s1g0    8  10 1 
5092     17672   c15-1c2s2n0   c15-1c2s2g0    8  10 2 
5093     17673   c15-1c2s2n1   c15-1c2s2g0    8  10 2 
5094     17676   c15-1c2s3n0   c15-1c2s3g0    8  10 3 
5095     17677   c15-1c2s3n1   c15-1c2s3g0    8  10 3 
5096     17680   c15-1c2s4n0   c15-1c2s4g0    8  10 4 
5097     17681   c15-1c2s4n1   c15-1c2s4g0    8  10 4 
5098     17684   c15-1c2s5n0   c15-1c2s5g0    8  10 5 
5099     17685   c15-1c2s5n1   c15-1c2s5g0    8  10 5 
5100     17688   c15-1c2s6n0   c15-1c2s6g0    8  10 6 
5101     17689   c15-1c2s6n1   c15-1c2s6g0    8  10 6 
5102     17692   c15-1c2s7n0   c15-1c2s7g0    8  10 7 
5103     17693   c15-1c2s7n1   c15-1c2s7g0    8  10 7 
5104     17696   c15-1c1s7n0   c15-1c1s7g0    8  10 8 
5105     17697   c15-1c1s7n1   c15-1c1s7g0    8  10 8 
5106     17700   c15-1c1s6n0   c15-1c1s6g0    8  10 9 
5107     17701   c15-1c1s6n1   c15-1c1s6g0    8  10 9 
5108     17704   c15-1c1s5n0   c15-1c1s5g0    8  10 10
5109     17705   c15-1c1s5n1   c15-1c1s5g0    8  10 10
5110     17708   c15-1c1s4n0   c15-1c1s4g0    8  10 11
5111     17709   c15-1c1s4n1   c15-1c1s4g0    8  10 11
5112     17712   c15-1c1s3n0   c15-1c1s3g0    8  10 12
5113     17713   c15-1c1s3n1   c15-1c1s3g0    8  10 12
5114     17716   c15-1c1s2n0   c15-1c1s2g0    8  10 13
5115     17717   c15-1c1s2n1   c15-1c1s2g0    8  10 13
5116     17720   c15-1c1s1n0   c15-1c1s1g0    8  10 14
5117     17721   c15-1c1s1n1   c15-1c1s1g0    8  10 14
5118     17724   c15-1c1s0n0   c15-1c1s0g0    8  10 15
5119     17725   c15-1c1s0n1   c15-1c1s0g0    8  10 15
5120     17728   c15-1c0s0n0   c15-1c0s0g0    8  10 16
5121     17729   c15-1c0s0n1   c15-1c0s0g0    8  10 16
5122     17732   c15-1c0s1n0   c15-1c0s1g0    8  10 17
5123     17733   c15-1c0s1n1   c15-1c0s1g0    8  10 17
5124     17736   c15-1c0s2n0   c15-1c0s2g0    8  10 18
5125     17737   c15-1c0s2n1   c15-1c0s2g0    8  10 18
5126     17740   c15-1c0s3n0   c15-1c0s3g0    8  10 19
5127     17741   c15-1c0s3n1   c15-1c0s3g0    8  10 19
5128     17744   c15-1c0s4n0   c15-1c0s4g0    8  10 20
5129     17745   c15-1c0s4n1   c15-1c0s4g0    8  10 20
5130     17748   c15-1c0s5n0   c15-1c0s5g0    8  10 21
5131     17749   c15-1c0s5n1   c15-1c0s5g0    8  10 21
5132     17752   c15-1c0s6n0   c15-1c0s6g0    8  10 22
5133     17753   c15-1c0s6n1   c15-1c0s6g0    8  10 22
5134     17756   c15-1c0s7n0   c15-1c0s7g0    8  10 23
5135     17757   c15-1c0s7n1   c15-1c0s7g0    8  10 23
5182     17792   c15-1c2s0n2   c15-1c2s0g1    8  11 0 
5183     17793   c15-1c2s0n3   c15-1c2s0g1    8  11 0 
5180     17796   c15-1c2s1n2   c15-1c2s1g1    8  11 1 
5181     17797   c15-1c2s1n3   c15-1c2s1g1    8  11 1 
5178     17800   c15-1c2s2n2   c15-1c2s2g1    8  11 2 
5179     17801   c15-1c2s2n3   c15-1c2s2g1    8  11 2 
5176     17804   c15-1c2s3n2   c15-1c2s3g1    8  11 3 
5177     17805   c15-1c2s3n3   c15-1c2s3g1    8  11 3 
5174     17808   c15-1c2s4n2   c15-1c2s4g1    8  11 4 
5175     17809   c15-1c2s4n3   c15-1c2s4g1    8  11 4 
5172     17812   c15-1c2s5n2   c15-1c2s5g1    8  11 5 
5173     17813   c15-1c2s5n3   c15-1c2s5g1    8  11 5 
5170     17816   c15-1c2s6n2   c15-1c2s6g1    8  11 6 
5171     17817   c15-1c2s6n3   c15-1c2s6g1    8  11 6 
5168     17820   c15-1c2s7n2   c15-1c2s7g1    8  11 7 
5169     17821   c15-1c2s7n3   c15-1c2s7g1    8  11 7 
5166     17824   c15-1c1s7n2   c15-1c1s7g1    8  11 8 
5167     17825   c15-1c1s7n3   c15-1c1s7g1    8  11 8 
5164     17828   c15-1c1s6n2   c15-1c1s6g1    8  11 9 
5165     17829   c15-1c1s6n3   c15-1c1s6g1    8  11 9 
5162     17832   c15-1c1s5n2   c15-1c1s5g1    8  11 10
5163     17833   c15-1c1s5n3   c15-1c1s5g1    8  11 10
5160     17836   c15-1c1s4n2   c15-1c1s4g1    8  11 11
5161     17837   c15-1c1s4n3   c15-1c1s4g1    8  11 11
5158     17840   c15-1c1s3n2   c15-1c1s3g1    8  11 12
5159     17841   c15-1c1s3n3   c15-1c1s3g1    8  11 12
5156     17844   c15-1c1s2n2   c15-1c1s2g1    8  11 13
5157     17845   c15-1c1s2n3   c15-1c1s2g1    8  11 13
5154     17848   c15-1c1s1n2   c15-1c1s1g1    8  11 14
5155     17849   c15-1c1s1n3   c15-1c1s1g1    8  11 14
5152     17852   c15-1c1s0n2   c15-1c1s0g1    8  11 15
5153     17853   c15-1c1s0n3   c15-1c1s0g1    8  11 15
5150     17856   c15-1c0s0n2   c15-1c0s0g1    8  11 16
5151     17857   c15-1c0s0n3   c15-1c0s0g1    8  11 16
5148     17860   c15-1c0s1n2   c15-1c0s1g1    8  11 17
5149     17861   c15-1c0s1n3   c15-1c0s1g1    8  11 17
5146     17864   c15-1c0s2n2   c15-1c0s2g1    8  11 18
5147     17865   c15-1c0s2n3   c15-1c0s2g1    8  11 18
5144     17868   c15-1c0s3n2   c15-1c0s3g1    8  11 19
5145     17869   c15-1c0s3n3   c15-1c0s3g1    8  11 19
5142     17872   c15-1c0s4n2   c15-1c0s4g1    8  11 20
5143     17873   c15-1c0s4n3   c15-1c0s4g1    8  11 20
5140     17876   c15-1c0s5n2   c15-1c0s5g1    8  11 21
5141     17877   c15-1c0s5n3   c15-1c0s5g1    8  11 21
5138     17880   c15-1c0s6n2   c15-1c0s6g1    8  11 22
5139     17881   c15-1c0s6n3   c15-1c0s6g1    8  11 22
5136     17884   c15-1c0s7n2   c15-1c0s7g1    8  11 23
5137     17885   c15-1c0s7n3   c15-1c0s7g1    8  11 23
4606     14336   c14-0c0s0n0   c14-0c0s0g0    9  0  0 
4607     14337   c14-0c0s0n1   c14-0c0s0g0    9  0  0 
4604     14340   c14-0c0s1n0   c14-0c0s1g0    9  0  1 
4605     14341   c14-0c0s1n1   c14-0c0s1g0    9  0  1 
4602     14344   c14-0c0s2n0   c14-0c0s2g0    9  0  2 
4603     14345   c14-0c0s2n1   c14-0c0s2g0    9  0  2 
4600     14348   c14-0c0s3n0   c14-0c0s3g0    9  0  3 
4601     14349   c14-0c0s3n1   c14-0c0s3g0    9  0  3 
4598     14352   c14-0c0s4n0   c14-0c0s4g0    9  0  4 
4599     14353   c14-0c0s4n1   c14-0c0s4g0    9  0  4 
4596     14356   c14-0c0s5n0   c14-0c0s5g0    9  0  5 
4597     14357   c14-0c0s5n1   c14-0c0s5g0    9  0  5 
4594     14360   c14-0c0s6n0   c14-0c0s6g0    9  0  6 
4595     14361   c14-0c0s6n1   c14-0c0s6g0    9  0  6 
4592     14364   c14-0c0s7n0   c14-0c0s7g0    9  0  7 
4593     14365   c14-0c0s7n1   c14-0c0s7g0    9  0  7 
4590     14368   c14-0c1s7n0   c14-0c1s7g0    9  0  8 
4591     14369   c14-0c1s7n1   c14-0c1s7g0    9  0  8 
4588     14372   c14-0c1s6n0   c14-0c1s6g0    9  0  9 
4589     14373   c14-0c1s6n1   c14-0c1s6g0    9  0  9 
4586     14376   c14-0c1s5n0   c14-0c1s5g0    9  0  10
4587     14377   c14-0c1s5n1   c14-0c1s5g0    9  0  10
4584     14380   c14-0c1s4n0   c14-0c1s4g0    9  0  11
4585     14381   c14-0c1s4n1   c14-0c1s4g0    9  0  11
4582     14384   c14-0c1s3n0   c14-0c1s3g0    9  0  12
4583     14385   c14-0c1s3n1   c14-0c1s3g0    9  0  12
4580     14388   c14-0c1s2n0   c14-0c1s2g0    9  0  13
4581     14389   c14-0c1s2n1   c14-0c1s2g0    9  0  13
4578     14392   c14-0c1s1n0   c14-0c1s1g0    9  0  14
4579     14393   c14-0c1s1n1   c14-0c1s1g0    9  0  14
4576     14396   c14-0c1s0n0   c14-0c1s0g0    9  0  15
4577     14397   c14-0c1s0n1   c14-0c1s0g0    9  0  15
4574     14400   c14-0c2s0n0   c14-0c2s0g0    9  0  16
4575     14401   c14-0c2s0n1   c14-0c2s0g0    9  0  16
4572     14404   c14-0c2s1n0   c14-0c2s1g0    9  0  17
4573     14405   c14-0c2s1n1   c14-0c2s1g0    9  0  17
4570     14408   c14-0c2s2n0   c14-0c2s2g0    9  0  18
4571     14409   c14-0c2s2n1   c14-0c2s2g0    9  0  18
4568     14412   c14-0c2s3n0   c14-0c2s3g0    9  0  19
4569     14413   c14-0c2s3n1   c14-0c2s3g0    9  0  19
4566     14416   c14-0c2s4n0   c14-0c2s4g0    9  0  20
4567     14417   c14-0c2s4n1   c14-0c2s4g0    9  0  20
4564     14420   c14-0c2s5n0   c14-0c2s5g0    9  0  21
4565     14421   c14-0c2s5n1   c14-0c2s5g0    9  0  21
4562     14424   c14-0c2s6n0   c14-0c2s6g0    9  0  22
4563     14425   c14-0c2s6n1   c14-0c2s6g0    9  0  22
4560     14428   c14-0c2s7n0   c14-0c2s7g0    9  0  23
4561     14429   c14-0c2s7n1   c14-0c2s7g0    9  0  23
4512     14464   c14-0c0s0n2   c14-0c0s0g1    9  1  0 
